"","RespondentID","Algeria","Argentina","Australia","Belgium","Bosnia and Herzegovina","Brazil","Cameroon","Chile","Colombia","Costa Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Ivory Coast","Japan","Mexico","the Netherlands","Nigeria","Portugal","Russia","South Korea","Spain","Switzerland","United States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","sum_of_threes","Gender","Age","HouseholdIncome","Education","Location"
"741",3307322641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male","30-44","$0 - $24,999","High school degree","Middle Atlantic"
"742",3307315319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,3,NA,NA,5,NA,3,3,NA,NA,NA,2,NA,NA,NA,5,NA,3,4,NA,NA,NA,NA,NA,3,21,"Male","30-44","$0 - $24,999","Some college or Associate degree","West North Central"
"743",3307301938,NA,4,NA,4,NA,4,NA,3,3,4,NA,NA,2,5,3,2,4,NA,NA,4,3,4,4,NA,NA,4,NA,4,4,NA,4,NA,4,4,4,NA,4,3,4,3,18,"Male","30-44","$25,000 - $49,999","Some college or Associate degree","East South Central"
"744",3307301017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Male","18-29","$0 - $24,999","Some college or Associate degree","South Atlantic"
"745",3307294585,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,5,4,NA,4,NA,5,5,NA,5,5,NA,NA,3,NA,5,4,NA,4,NA,5,5,5,3,3,5,5,NA,9,"Male","18-29","","Bachelor degree","Pacific"
"746",3307278839,NA,4,NA,3,3,4,NA,4,4,4,NA,4,3,3,3,NA,3,NA,3,4,NA,5,4,3,NA,3,2,4,4,3,3,NA,5,5,5,3,4,NA,5,5,36,"Male","30-44","$50,000 - $99,999","Some college or Associate degree","West South Central"
"747",3307272958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,3,"Male","30-44","$50,000 - $99,999","Graduate degree","West North Central"
"748",3307270138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,3,NA,NA,4,NA,2,4,3,NA,NA,NA,NA,3,NA,4,NA,2,1,NA,NA,NA,NA,NA,3,18,"Male","30-44","$150,000+","Bachelor degree","East North Central"
"749",3307266737,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,4,3,3,2,4,4,3,4,4,3,4,81,"Male","30-44","$150,000+","Graduate degree","Pacific"
"750",3307247979,NA,4,NA,3,NA,3,NA,3,3,3,3,3,2,4,4,NA,4,NA,NA,4,NA,3,3,2,3,5,NA,3,5,2,3,3,3,4,5,3,4,4,3,3,51,"Male","30-44","$25,000 - $49,999","Bachelor degree","East North Central"
"751",3307245634,NA,NA,3,3,NA,NA,NA,NA,3,NA,NA,3,3,4,3,NA,4,NA,2,5,NA,5,4,NA,NA,NA,2,3,4,3,4,NA,5,1,2,4,4,NA,2,3,27,"Male","30-44","$100,000 - $149,999","Bachelor degree","West South Central"
"752",3307240533,3,4,5,4,3,3,4,4,4,3,3,3,2,4,3,4,3,3,3,3,3,3,3,3,3,4,2,3,4,3,2,4,4,4,4,3,4,3,3,2,63,"","","","",""
"753",3307239882,3,3,3,4,2,3,5,4,4,4,2,2,4,2,3,2,3,3,2,3,3,4,3,3,4,3,3,4,3,3,4,5,3,4,2,3,4,4,5,4,51,"Male","18-29","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic"
"754",3307233552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,2,NA,NA,3,NA,5,3,NA,NA,NA,NA,2,NA,NA,3,NA,4,3,NA,NA,4,1,2,NA,15,"Male","18-29","$50,000 - $99,999","Bachelor degree","West South Central"
"755",3307222078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,4,NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,5,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,0,"Male","18-29","$50,000 - $99,999","Some college or Associate degree","East North Central"
"756",3307221429,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,4,NA,NA,3,4,4,4,3,3,3,4,NA,3,2,3,NA,3,4,4,2,NA,4,NA,3,30,"Male","18-29","$0 - $24,999","Some college or Associate degree","Pacific"
"757",3307212175,NA,5,NA,5,NA,5,NA,NA,5,5,NA,NA,4,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,5,NA,5,2,NA,NA,5,NA,NA,5,0,"Male","18-29","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic"
"758",3307212143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,4,NA,5,NA,5,4,5,NA,5,NA,NA,5,0,"Male","18-29","$100,000 - $149,999","Some college or Associate degree","Pacific"
"759",3307211811,4,4,3,3,3,5,4,4,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,3,3,5,3,3,5,3,3,4,4,4,4,4,5,3,5,4,48,"Male","30-44","$50,000 - $99,999","Graduate degree","New England"
"760",3307201979,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,2,NA,5,NA,4,5,NA,NA,4,NA,NA,5,NA,5,NA,5,5,4,NA,4,NA,NA,4,3,"Male","30-44","$25,000 - $49,999","Graduate degree","South Atlantic"
"761",3307192535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,5,NA,4,4,4,NA,NA,NA,NA,NA,NA,2,NA,4,5,4,NA,NA,4,NA,NA,0,"Male","18-29","$0 - $24,999","High school degree","West North Central"
"762",3307190437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"763",3307188720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,15,"Male","18-29","","Bachelor degree","Mountain"
"764",3307187401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,6,"Male","30-44","$50,000 - $99,999","Bachelor degree","Mountain"
"765",3307158081,4,4,4,NA,4,2,NA,4,4,3,NA,2,1,1,3,NA,4,4,3,3,2,1,4,3,4,3,3,3,4,3,1,4,3,4,3,5,4,4,3,2,36,"Male","18-29","$150,000+","High school degree","East North Central"
"766",3307157659,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,4,NA,5,NA,3,3,NA,5,NA,2,4,NA,NA,3,3,NA,5,NA,3,NA,2,4,5,NA,NA,3,3,3,30,"Male","18-29","$0 - $24,999","Bachelor degree","West South Central"
"767",3307130866,NA,5,5,5,3,5,NA,5,5,NA,5,NA,5,5,5,5,5,NA,5,5,NA,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,NA,4,5,3,"Male","30-44","","Bachelor degree","South Atlantic"
"768",3307113969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,3,4,3,4,3,NA,3,4,3,NA,1,NA,3,3,21,"","","","",""
"769",3307110002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,5,NA,5,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,3,6,"Male","30-44","$50,000 - $99,999","Some college or Associate degree","West South Central"
"770",3307105970,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,2,NA,4,NA,NA,5,NA,2,4,NA,NA,NA,2,4,4,NA,4,NA,3,2,4,3,4,NA,3,2,18,"Male","30-44","$150,000+","Graduate degree","Middle Atlantic"
"771",3307079617,NA,5,4,4,NA,5,4,5,5,5,NA,5,3,5,5,4,5,5,4,5,3,5,3,3,4,5,4,5,4,4,5,5,4,5,5,5,5,4,5,3,15,"Male","30-44","$25,000 - $49,999","Some college or Associate degree","New England"
"772",3307070883,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,3,NA,NA,4,NA,5,3,3,NA,3,NA,3,4,4,4,NA,3,3,3,NA,3,NA,NA,3,39,"Female","> 60","","Some college or Associate degree","Pacific"
"773",3307028966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"774",3307013912,NA,NA,3,NA,NA,3,NA,NA,3,3,NA,NA,3,2,4,NA,3,NA,NA,3,NA,3,4,NA,NA,NA,NA,NA,3,NA,3,NA,3,3,4,NA,NA,NA,3,3,42,"Male","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific"
"775",3307007164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,5,NA,NA,NA,NA,NA,NA,NA,5,NA,5,4,NA,NA,NA,NA,NA,NA,3,"Male","18-29","$25,000 - $49,999","Bachelor degree","East South Central"
"776",3307003195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,9,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","Mountain"
"777",3306994022,NA,NA,3,4,3,4,NA,NA,NA,3,NA,NA,2,4,5,NA,4,NA,NA,5,NA,3,3,3,NA,3,2,3,4,3,3,NA,2,4,3,3,3,3,4,2,42,"Male","30-44","$50,000 - $99,999","Graduate degree","West North Central"
"778",3306992383,NA,4,3,4,NA,4,NA,3,2,NA,1,3,3,5,4,NA,3,NA,1,5,NA,5,5,4,NA,3,2,4,4,4,5,3,5,3,4,2,3,NA,4,3,30,"Male","45-60","$100,000 - $149,999","Graduate degree","East North Central"
"779",3306990114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,4,NA,NA,3,NA,5,4,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,4,NA,NA,3,NA,3,18,"Male","18-29","$150,000+","Some college or Associate degree","East North Central"
"780",3306986753,2,4,3,3,2,4,2,4,3,3,2,3,3,4,5,1,3,2,1,4,3,4,5,3,NA,3,3,3,5,NA,5,2,4,4,4,2,4,2,3,3,42,"Male","30-44","$50,000 - $99,999","Bachelor degree","Mountain"
"781",3306985628,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,4,2,NA,3,NA,NA,4,NA,4,4,NA,NA,NA,1,NA,NA,NA,3,NA,NA,4,4,NA,3,5,3,1,15,"Male","30-44","$100,000 - $149,999","Graduate degree","Pacific"
"782",3306985318,NA,2,NA,NA,NA,2,NA,2,3,2,2,2,3,2,3,2,2,2,2,3,NA,4,3,3,NA,NA,2,2,3,3,4,2,4,3,2,2,1,2,2,4,27,"Male","45-60","$100,000 - $149,999","Graduate degree","West North Central"
"783",3306981865,2,3,4,3,2,4,2,3,4,4,2,3,3,4,3,4,4,4,2,4,2,5,5,3,2,4,2,3,4,4,4,4,4,3,4,3,4,2,3,3,36,"Male","45-60","$150,000+","Some college or Associate degree","West South Central"
"784",3306980283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Male","45-60","$150,000+","Some college or Associate degree","Middle Atlantic"
"785",3306976454,NA,4,4,4,NA,4,NA,5,4,4,NA,4,2,5,4,NA,4,4,NA,5,3,5,5,2,NA,5,3,3,5,3,4,NA,4,4,5,NA,5,4,5,3,15,"Male","30-44","$150,000+","Bachelor degree","Pacific"
"786",3306975357,3,5,4,4,3,5,4,4,5,5,3,4,3,5,4,4,4,4,4,5,4,5,4,4,3,5,5,5,5,3,3,4,5,5,5,4,4,4,5,3,24,"Male","45-60","","Graduate degree","Mountain"
"787",3306974944,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,5,NA,3,NA,NA,5,NA,NA,5,NA,NA,NA,3,NA,NA,3,5,NA,NA,NA,5,NA,NA,NA,NA,5,18,"Male","45-60","$100,000 - $149,999","Some college or Associate degree","East North Central"
"788",3306966627,NA,NA,NA,2,NA,3,NA,4,4,3,NA,3,3,4,2,4,3,3,NA,3,NA,3,4,NA,NA,NA,NA,2,3,NA,4,NA,3,2,1,NA,4,4,NA,3,33,"Male","30-44","$100,000 - $149,999","High school degree","South Atlantic"
"789",3306966086,3,4,3,4,3,4,NA,3,NA,NA,NA,NA,2,NA,3,NA,5,NA,4,4,NA,4,4,4,NA,4,3,2,4,NA,4,NA,4,4,5,4,4,4,4,3,21,"Male","45-60","$100,000 - $149,999","Graduate degree","New England"
"790",3306965859,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,4,NA,NA,3,NA,1,4,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,5,NA,NA,NA,NA,NA,15,"Male","18-29","$50,000 - $99,999","High school degree","West South Central"
"791",3306940832,NA,3,3,3,NA,5,NA,4,5,4,NA,NA,4,3,3,NA,5,NA,1,5,3,5,5,NA,NA,3,2,3,3,2,5,NA,5,3,4,NA,4,1,NA,3,33,"Male","30-44","$150,000+","High school degree","West North Central"
"792",3306931072,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,4,2,NA,2,NA,NA,5,NA,3,5,NA,NA,NA,2,3,3,NA,3,NA,3,5,5,NA,4,NA,4,3,21,"Male","45-60","","Graduate degree","East North Central"
"793",3306928892,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,4,4,3,NA,5,NA,NA,5,NA,5,4,NA,NA,NA,3,3,4,NA,3,NA,4,4,3,5,NA,3,3,NA,27,"Male","18-29","$0 - $24,999","Some college or Associate degree","Pacific"
"794",3306924504,NA,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,3,5,4,NA,5,NA,5,5,NA,4,5,NA,3,NA,NA,5,4,NA,4,NA,5,5,5,5,4,5,5,3,9,"Male","45-60","$150,000+","Graduate degree","Mountain"
"795",3306922607,NA,NA,3,NA,NA,NA,NA,3,3,3,NA,NA,4,4,3,NA,NA,NA,NA,5,NA,4,5,NA,NA,4,3,4,5,NA,5,NA,5,3,NA,NA,5,NA,3,5,24,"Male","45-60","$100,000 - $149,999","High school degree","Middle Atlantic"
"796",3306920677,NA,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,3,3,NA,3,NA,NA,5,NA,3,4,NA,NA,NA,NA,2,4,NA,4,NA,5,2,4,NA,NA,NA,2,3,15,"Male","45-60","$50,000 - $99,999","Graduate degree","Pacific"
"797",3306911860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,3,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,6,"Male","> 60","$50,000 - $99,999","Graduate degree","East North Central"
"798",3306910588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,4,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,3,4,NA,NA,NA,4,NA,6,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","Mountain"
"799",3306896489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,3,NA,4,4,3,NA,NA,5,4,3,15,"Male","30-44","$0 - $24,999","Some college or Associate degree","South Atlantic"
"800",3306893913,NA,4,3,5,2,4,NA,4,3,3,4,3,2,4,3,2,5,2,3,5,3,5,5,4,3,5,4,4,5,3,5,3,4,5,5,4,4,4,5,2,30,"Male","45-60","$150,000+","Bachelor degree","Middle Atlantic"
"801",3306873611,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,4,2,3,NA,5,NA,3,4,NA,4,5,NA,NA,NA,NA,NA,3,NA,3,NA,4,5,5,NA,3,NA,4,NA,21,"Male","18-29","$100,000 - $149,999","Bachelor degree","South Atlantic"
"802",3306861740,NA,3,3,3,NA,4,NA,4,4,4,NA,NA,3,4,4,NA,4,NA,NA,4,NA,4,4,4,NA,4,2,NA,4,4,4,NA,4,2,3,NA,NA,2,2,3,18,"Male","30-44","$100,000 - $149,999","Bachelor degree","West South Central"
"803",3306861241,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,4,2,4,NA,3,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,3,18,"Male","45-60","$100,000 - $149,999","Some college or Associate degree","South Atlantic"
"804",3306860174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,3,NA,2,5,NA,1,3,NA,NA,3,NA,1,4,3,4,NA,3,1,2,NA,3,NA,NA,3,27,"Male","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
"805",3306859057,NA,3,3,3,NA,3,NA,3,3,3,NA,3,3,3,3,NA,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,"","","","",""
"806",3306856750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,NA,5,NA,NA,5,NA,3,4,NA,NA,4,NA,3,4,NA,5,NA,4,3,5,NA,NA,1,NA,4,12,"Male","45-60","$0 - $24,999","Graduate degree","Middle Atlantic"
"807",3306855448,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,5,NA,4,1,4,NA,3,1,NA,3,3,5,NA,3,1,NA,NA,3,NA,NA,3,36,"Male","45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
"808",3306853068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,NA,3,NA,NA,4,NA,4,3,NA,NA,NA,NA,3,3,NA,4,3,4,4,5,NA,NA,NA,NA,NA,18,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","Mountain"
"809",3306831203,3,4,4,3,NA,4,3,5,4,3,NA,5,2,4,3,NA,5,3,NA,5,NA,4,4,NA,NA,4,3,2,5,4,4,3,4,3,4,NA,4,NA,4,3,30,"Male","45-60","","Some college or Associate degree","Mountain"
"810",3306830935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,4,NA,2,4,NA,4,4,3,NA,NA,1,NA,4,NA,4,NA,4,2,3,NA,4,NA,NA,3,15,"Male","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
"811",3306830833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,4,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,4,NA,5,NA,4,2,NA,NA,NA,NA,NA,NA,3,"Male","45-60","$150,000+","Graduate degree","New England"
"812",3306829845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,9,"Male","30-44","$0 - $24,999","Bachelor degree","New England"
"813",3306822719,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,2,3,3,3,3,3,5,3,3,3,4,3,3,1,3,3,96,"Male","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
"814",3306817151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,4,NA,4,NA,4,4,NA,NA,NA,4,NA,4,NA,4,NA,4,4,3,NA,4,4,3,NA,6,"Male","45-60","$0 - $24,999","Some college or Associate degree","Pacific"
"815",3306810609,2,3,4,3,4,3,3,3,3,3,4,3,5,5,4,2,4,3,2,5,2,4,3,3,2,3,4,3,4,3,5,2,5,2,3,3,3,2,4,3,54,"Male","45-60","$100,000 - $149,999","Bachelor degree","West South Central"
"816",3306785904,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2,5,2,NA,5,NA,5,5,NA,5,5,NA,NA,NA,NA,5,5,NA,5,NA,5,5,5,NA,NA,NA,5,NA,0,"Male","45-60","$0 - $24,999","Bachelor degree","Pacific"
"817",3306762931,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,4,NA,2,3,NA,NA,NA,NA,NA,4,NA,2,NA,4,3,NA,NA,NA,NA,NA,3,18,"Male","45-60","$100,000 - $149,999","High school degree","Middle Atlantic"
"818",3306757329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,30,"","","","",""
"819",3306757245,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,5,NA,NA,5,NA,3,4,NA,NA,NA,2,3,4,NA,4,NA,4,5,5,4,3,5,4,4,9,"Male","45-60","$50,000 - $99,999","Bachelor degree","Mountain"
"820",3306756801,2,4,4,4,2,4,3,3,2,5,4,1,3,2,3,3,2,4,3,3,4,5,3,2,3,NA,NA,1,2,1,3,4,3,4,3,2,4,3,2,4,39,"Male","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic"
"821",3306752369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,4,NA,NA,NA,3,3,15,"","","","",""
"822",3306752043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,30,"Male","45-60","","Bachelor degree","Pacific"
"823",3306748802,3,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,3,3,3,5,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,63,"Male","30-44","","Graduate degree","South Atlantic"
"824",3306741884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,5,NA,5,5,NA,NA,NA,NA,5,NA,NA,5,NA,5,3,NA,NA,5,NA,4,5,3,"Male","30-44","","","South Atlantic"
"825",3306719947,4,4,2,4,3,4,4,4,4,4,3,4,3,5,3,4,5,4,4,4,4,5,4,3,4,4,2,5,5,3,3,3,5,5,5,4,4,4,5,2,24,"Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central"
"826",3306715049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,2,NA,4,NA,NA,5,NA,NA,5,NA,NA,NA,2,4,4,NA,3,NA,5,5,4,NA,4,3,4,3,12,"Male","45-60","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
"827",3306705470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"828",3306700381,NA,3,3,3,3,4,NA,3,3,4,3,3,2,4,3,NA,3,3,3,4,NA,5,4,3,NA,4,3,3,4,3,3,3,4,5,5,3,3,4,5,2,60,"Male","30-44","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
"829",3306692523,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,4,2,5,3,NA,4,4,NA,5,NA,4,4,2,NA,NA,NA,4,4,4,3,NA,4,5,5,4,4,4,4,3,9,"Male","18-29","$25,000 - $49,999","Bachelor degree","West North Central"
"830",3306684028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,4,NA,NA,4,NA,4,3,NA,NA,NA,NA,NA,3,15,"Male","45-60","$150,000+","Graduate degree","Pacific"
"831",3306678877,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,4,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,4,NA,NA,NA,NA,3,12,"Male","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
"832",3306676227,1,3,4,3,1,3,NA,3,3,3,1,3,3,2,3,3,3,3,1,3,NA,3,3,4,2,3,3,2,3,4,5,3,3,1,3,2,3,2,2,4,66,"Male","45-60","$25,000 - $49,999","High school degree","West South Central"
"833",3306673289,3,4,3,3,NA,4,NA,4,4,3,NA,4,3,5,5,3,5,3,4,5,NA,5,5,3,NA,4,3,NA,5,4,5,3,3,5,5,5,4,4,4,3,36,"Male","30-44","$25,000 - $49,999","Bachelor degree","Mountain"
"834",3306672594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,4,NA,NA,5,NA,4,4,NA,NA,NA,NA,3,NA,3,5,NA,5,5,5,NA,4,NA,NA,NA,12,"Male","45-60","","Bachelor degree","South Atlantic"
"835",3306663840,NA,4,2,4,NA,4,NA,4,3,NA,3,3,2,5,3,NA,4,NA,3,5,NA,5,4,NA,NA,3,3,4,4,3,3,NA,2,4,4,4,4,2,4,3,30,"Male","30-44","$100,000 - $149,999","Bachelor degree","South Atlantic"
"836",3306662406,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,3,5,NA,NA,4,NA,NA,5,4,4,5,NA,NA,4,NA,2,4,4,3,NA,4,4,3,4,3,NA,NA,3,18,"Male","30-44","$25,000 - $49,999","Bachelor degree","Pacific"
"837",3306661982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"838",3306652375,3,3,4,4,3,4,NA,3,3,NA,3,NA,4,4,4,3,5,3,4,5,NA,4,4,4,3,4,3,3,4,4,3,NA,4,5,5,4,3,3,4,4,42,"Male","45-60","$0 - $24,999","Some college or Associate degree","Middle Atlantic"
